candidate_id,job_title,job_description,required_education,required_skills,required_experience,candidate_education,candidate_skills,candidate_experience,hired
114,Graphic Design Intern,"Looking for a data science intern skilled in Python, ML, and SQL. Preferred: Bachelor's degree. No experience required.",Bachelor’s,"['React', 'Photoshop', 'Financial Modeling', 'Java', 'Problem-Solving']",1.0,Diploma,"['Digital Marketing', 'Photoshop', 'Networking']",5.0,0
115,Data Science Intern,Backend development internship focusing on Node.js and databases. At least 1 year experience required.,Bachelor’s,"['Java', 'Financial Modeling', 'ML', 'SQL', 'Adobe Illustrator']",2.0,Master’s,"['Node.js', 'SQL', 'Problem-Solving']",0.0,0
116,Data Science Intern,Marketing intern needed. Must have strong writing and digital marketing skills. Prior experience preferred.,Associate’s,"['Problem-Solving', 'Node.js', 'Adobe Illustrator', 'Databases', 'Excel']",1.0,Associate’s,"['Databases', 'ML', 'Writing']",4.0,1
117,Data Science Intern,Marketing intern needed. Must have strong writing and digital marketing skills. Prior experience preferred.,High School,"['Security Protocols', 'Python']",0.0,High School,"['Photoshop', 'Excel']",2.0,0
118,Finance Attachment,"Looking for a data science intern skilled in Python, ML, and SQL. Preferred: Bachelor's degree. No experience required.",Diploma,"['Photoshop', 'Financial Modeling', 'Node.js', 'Security Protocols']",1.0,High School,"['Node.js', 'Problem-Solving', 'Networking', 'Photoshop', 'ML']",2.0,0
119,Data Science Intern,Graphic design internship for students skilled in Adobe Illustrator and Photoshop. No experience required.,High School,"['Adobe Illustrator', 'SQL', 'Digital Marketing', 'Networking']",0.5,High School,"['Adobe Illustrator', 'Problem-Solving', 'Python', 'Networking', 'Node.js']",2.0,1
120,Data Science Intern,Backend development internship focusing on Node.js and databases. At least 1 year experience required.,Associate’s,"['Writing', 'React', 'SQL']",1.0,High School,"['Security Protocols', 'Node.js', 'Excel', 'React', 'Networking']",0.5,0
121,Software Engineering Intern,Marketing intern needed. Must have strong writing and digital marketing skills. Prior experience preferred.,Associate’s,"['Digital Marketing', 'Databases', 'Writing', 'React', 'Problem-Solving']",1.0,Bachelor’s,"['React', 'SQL', 'Financial Modeling', 'Problem-Solving', 'Digital Marketing']",3.0,0
122,Software Engineering Intern,Graphic design internship for students skilled in Adobe Illustrator and Photoshop. No experience required.,Associate’s,"['Databases', 'Adobe Illustrator', 'Photoshop']",2.0,Diploma,"['Java', 'Networking', 'Problem-Solving', 'Writing']",2.0,0
123,Backend Developer Intern,Finance attachment for students with knowledge of financial modeling and Excel. Some prior experience preferred.,High School,"['React', 'SQL', 'Java', 'Node.js', 'Problem-Solving']",3.0,Associate’s,"['Problem-Solving', 'Writing', 'React', 'Java']",4.0,0
124,Backend Developer Intern,Graphic design internship for students skilled in Adobe Illustrator and Photoshop. No experience required.,Bachelor’s,"['Problem-Solving', 'React', 'Security Protocols', 'Python', 'Adobe Illustrator']",0.0,Bachelor’s,"['Excel', 'Java', 'Networking']",5.0,0
125,Cybersecurity Attachment,"Software engineering internship requiring Java, React, and problem-solving skills. At least 6 months experience needed.",High School,"['React', 'Adobe Illustrator', 'Digital Marketing']",0.5,Associate’s,"['Adobe Illustrator', 'ML']",5.0,0
126,Backend Developer Intern,Marketing intern needed. Must have strong writing and digital marketing skills. Prior experience preferred.,High School,"['Financial Modeling', 'SQL', 'Python']",2.0,Bachelor’s,"['Excel', 'Security Protocols']",0.0,0
127,Finance Attachment,"Software engineering internship requiring Java, React, and problem-solving skills. At least 6 months experience needed.",Diploma,"['Adobe Illustrator', 'Financial Modeling', 'Excel', 'Problem-Solving', 'Node.js']",0.0,Associate’s,"['Financial Modeling', 'Security Protocols', 'Networking', 'Node.js', 'Java']",0.0,0
128,Marketing Intern,"Looking for a data science intern skilled in Python, ML, and SQL. Preferred: Bachelor's degree. No experience required.",Master’s,"['Writing', 'Python', 'Node.js', 'Problem-Solving']",0.0,Master’s,"['Writing', 'Networking', 'Problem-Solving', 'Photoshop', 'Excel']",2.0,1
129,Software Engineering Intern,Marketing intern needed. Must have strong writing and digital marketing skills. Prior experience preferred.,High School,"['Financial Modeling', 'Adobe Illustrator']",3.0,Master’s,"['Java', 'Photoshop', 'SQL']",1.0,0
130,Data Science Intern,Finance attachment for students with knowledge of financial modeling and Excel. Some prior experience preferred.,High School,"['Networking', 'Databases']",0.5,Associate’s,"['Writing', 'Problem-Solving', 'Adobe Illustrator']",2.0,0
131,Finance Attachment,Graphic design internship for students skilled in Adobe Illustrator and Photoshop. No experience required.,Diploma,"['Writing', 'Java', 'Problem-Solving', 'React']",2.0,High School,"['Problem-Solving', 'React']",4.0,0
132,Graphic Design Intern,Finance attachment for students with knowledge of financial modeling and Excel. Some prior experience preferred.,Diploma,"['Photoshop', 'Databases', 'ML']",3.0,Bachelor’s,"['Photoshop', 'Databases', 'Node.js']",4.0,0
133,Software Engineering Intern,Cybersecurity attachment for students with basic knowledge of networking and security protocols. 3 months experience preferred.,Diploma,"['SQL', 'Writing', 'Databases', 'Excel', 'Security Protocols']",0.5,Diploma,"['Node.js', 'Writing', 'Networking']",3.0,1
134,Data Science Intern,"Software engineering internship requiring Java, React, and problem-solving skills. At least 6 months experience needed.",Master’s,"['Node.js', 'Photoshop', 'Problem-Solving']",0.0,Master’s,"['Security Protocols', 'ML', 'Python', 'Digital Marketing', 'Excel']",5.0,0
135,Backend Developer Intern,Marketing intern needed. Must have strong writing and digital marketing skills. Prior experience preferred.,High School,"['Python', 'Excel']",0.5,High School,"['ML', 'Writing']",2.0,0
136,Finance Attachment,Marketing intern needed. Must have strong writing and digital marketing skills. Prior experience preferred.,Bachelor’s,"['SQL', 'Java', 'React']",1.0,Master’s,"['Writing', 'ML', 'Photoshop', 'Problem-Solving', 'Security Protocols']",4.0,0
137,Marketing Intern,Finance attachment for students with knowledge of financial modeling and Excel. Some prior experience preferred.,Bachelor’s,"['Adobe Illustrator', 'Excel', 'Photoshop', 'Financial Modeling']",3.0,Diploma,"['Financial Modeling', 'Networking', 'Node.js']",1.0,0
138,Cybersecurity Attachment,Finance attachment for students with knowledge of financial modeling and Excel. Some prior experience preferred.,Bachelor’s,"['Networking', 'ML', 'Security Protocols', 'Excel', 'SQL']",3.0,Associate’s,"['Adobe Illustrator', 'Photoshop', 'Node.js']",0.5,0
139,Marketing Intern,"Software engineering internship requiring Java, React, and problem-solving skills. At least 6 months experience needed.",Bachelor’s,"['SQL', 'Databases', 'Node.js']",0.0,Bachelor’s,"['ML', 'Networking', 'React', 'SQL', 'Photoshop']",1.0,1
140,Backend Developer Intern,Marketing intern needed. Must have strong writing and digital marketing skills. Prior experience preferred.,Master’s,"['Financial Modeling', 'SQL', 'Adobe Illustrator']",3.0,Diploma,"['Node.js', 'Java', 'Excel', 'React', 'ML']",0.5,0
141,Backend Developer Intern,"Looking for a data science intern skilled in Python, ML, and SQL. Preferred: Bachelor's degree. No experience required.",Bachelor’s,"['Photoshop', 'Financial Modeling', 'Python', 'Digital Marketing']",0.5,Bachelor’s,"['ML', 'Financial Modeling', 'Digital Marketing']",3.0,1
142,Backend Developer Intern,Marketing intern needed. Must have strong writing and digital marketing skills. Prior experience preferred.,Associate’s,"['Problem-Solving', 'Networking', 'Security Protocols', 'Node.js', 'Java']",0.0,Diploma,"['Java', 'Security Protocols', 'Databases']",0.5,0
143,Cybersecurity Attachment,Cybersecurity attachment for students with basic knowledge of networking and security protocols. 3 months experience preferred.,Bachelor’s,"['Python', 'Photoshop', 'Writing']",0.0,High School,"['SQL', 'ML', 'Problem-Solving', 'Databases']",3.0,0
144,Finance Attachment,"Looking for a data science intern skilled in Python, ML, and SQL. Preferred: Bachelor's degree. No experience required.",High School,"['ML', 'Photoshop', 'SQL']",0.5,Bachelor’s,"['Excel', 'Java', 'Networking', 'Problem-Solving']",5.0,0
145,Graphic Design Intern,Cybersecurity attachment for students with basic knowledge of networking and security protocols. 3 months experience preferred.,Associate’s,"['Node.js', 'Problem-Solving', 'Security Protocols', 'Excel', 'Photoshop']",3.0,Master’s,"['Financial Modeling', 'Adobe Illustrator', 'ML', 'Networking']",5.0,0
146,Backend Developer Intern,Graphic design internship for students skilled in Adobe Illustrator and Photoshop. No experience required.,Diploma,"['Photoshop', 'SQL', 'Adobe Illustrator', 'Python']",2.0,Master’s,"['Digital Marketing', 'Adobe Illustrator', 'Excel']",4.0,0
147,Finance Attachment,Finance attachment for students with knowledge of financial modeling and Excel. Some prior experience preferred.,Associate’s,"['Financial Modeling', 'Python', 'Networking', 'React']",2.0,Diploma,"['Excel', 'React', 'Digital Marketing', 'Node.js', 'Problem-Solving']",0.0,0
148,Data Science Intern,"Software engineering internship requiring Java, React, and problem-solving skills. At least 6 months experience needed.",High School,"['Photoshop', 'Node.js', 'React', 'Financial Modeling']",3.0,Bachelor’s,"['Adobe Illustrator', 'Problem-Solving']",0.5,0
149,Finance Attachment,Cybersecurity attachment for students with basic knowledge of networking and security protocols. 3 months experience preferred.,High School,"['Java', 'Photoshop', 'Adobe Illustrator']",1.0,Bachelor’s,"['Adobe Illustrator', 'Excel']",1.0,0
150,Finance Attachment,Backend development internship focusing on Node.js and databases. At least 1 year experience required.,Bachelor’s,"['React', 'Node.js', 'Java']",1.0,High School,"['Photoshop', 'Excel', 'Security Protocols', 'Java', 'Writing']",0.5,0
151,Marketing Intern,"Looking for a data science intern skilled in Python, ML, and SQL. Preferred: Bachelor's degree. No experience required.",Master’s,"['ML', 'Networking', 'SQL', 'Python']",0.5,Master’s,"['ML', 'Security Protocols', 'React', 'Writing', 'Photoshop']",1.0,1
152,Data Science Intern,Graphic design internship for students skilled in Adobe Illustrator and Photoshop. No experience required.,Diploma,"['Excel', 'Security Protocols']",0.0,Associate’s,"['Python', 'Networking', 'Writing']",3.0,0
153,Finance Attachment,Graphic design internship for students skilled in Adobe Illustrator and Photoshop. No experience required.,Diploma,"['Digital Marketing', 'Excel', 'SQL']",3.0,Master’s,"['Java', 'Adobe Illustrator', 'Writing', 'Security Protocols', 'Node.js']",2.0,0
154,Backend Developer Intern,Backend development internship focusing on Node.js and databases. At least 1 year experience required.,Diploma,"['Photoshop', 'Databases', 'Networking', 'Java', 'ML']",2.0,Bachelor’s,"['Databases', 'Node.js', 'Digital Marketing', 'Excel']",0.0,0
155,Cybersecurity Attachment,"Software engineering internship requiring Java, React, and problem-solving skills. At least 6 months experience needed.",Master’s,"['Node.js', 'Digital Marketing', 'Adobe Illustrator', 'Financial Modeling', 'Security Protocols']",2.0,Associate’s,"['Java', 'Writing', 'Excel']",0.5,0
156,Software Engineering Intern,Backend development internship focusing on Node.js and databases. At least 1 year experience required.,High School,"['Problem-Solving', 'Financial Modeling', 'ML']",1.0,High School,"['SQL', 'Financial Modeling', 'Security Protocols', 'ML', 'Excel']",0.0,0
157,Backend Developer Intern,Finance attachment for students with knowledge of financial modeling and Excel. Some prior experience preferred.,Associate’s,"['Problem-Solving', 'SQL', 'Node.js']",0.0,Bachelor’s,"['Networking', 'SQL', 'Java', 'Photoshop']",3.0,0
158,Finance Attachment,"Looking for a data science intern skilled in Python, ML, and SQL. Preferred: Bachelor's degree. No experience required.",Bachelor’s,"['Digital Marketing', 'Python', 'SQL', 'ML']",0.5,High School,"['Writing', 'Excel', 'SQL', 'Adobe Illustrator', 'Security Protocols']",0.0,0
159,Cybersecurity Attachment,Backend development internship focusing on Node.js and databases. At least 1 year experience required.,Bachelor’s,"['Python', 'Java']",0.5,Bachelor’s,"['Databases', 'Digital Marketing']",0.5,0
160,Cybersecurity Attachment,"Software engineering internship requiring Java, React, and problem-solving skills. At least 6 months experience needed.",Associate’s,"['Writing', 'Node.js', 'Python']",0.5,Bachelor’s,"['SQL', 'Python', 'Security Protocols', 'Excel']",0.0,0
161,Software Engineering Intern,Finance attachment for students with knowledge of financial modeling and Excel. Some prior experience preferred.,Master’s,"['Node.js', 'Adobe Illustrator']",2.0,Associate’s,"['Adobe Illustrator', 'Excel', 'Security Protocols', 'SQL', 'Python']",0.5,0
162,Backend Developer Intern,Marketing intern needed. Must have strong writing and digital marketing skills. Prior experience preferred.,Master’s,"['SQL', 'Networking', 'Excel', 'Photoshop']",2.0,Bachelor’s,"['Networking', 'Java', 'Problem-Solving']",0.5,0
163,Backend Developer Intern,Finance attachment for students with knowledge of financial modeling and Excel. Some prior experience preferred.,Master’s,"['Networking', 'React']",3.0,Associate’s,"['Excel', 'React', 'Databases', 'Java']",1.0,0
